Growth_phase,Strain,Length_px,Length
sta,cdrL,25.96151,3.461534667
sta,cdrL,23.086792,3.078238933
sta,cdrL,33.54102,4.472136
sta,cdrL,23.194826,3.092643467
sta,cdrL,18.788294,2.505105867
sta,cdrL,25.179358,3.357247733
sta,cdrL,39.812057,5.308274267
sta,cdrL,27.89265,3.71902
sta,cdrL,61.188232,8.158430933
sta,cdrL,42.059483,5.607931067
sta,cdrL,21.931713,2.9242284
sta,cdrL,41.14608,5.486144
sta,cdrL,40.5216,5.40288
sta,cdrL,36.67424,4.889898667
sta,cdrL,43.68066,5.824088
sta,cdrL,43.011627,5.7348836
sta,cdrL,85,11.33333333
sta,cdrL,17.088007,2.278400933
sta,cdrL,23.194826,3.092643467
sta,cdrL,66.21933,8.829244
sta,cdrL,18.867962,2.515728267
sta,cdrL,82.29824,10.97309867
sta,cdrL,24.738634,3.298484533
sta,cdrL,36.619667,4.882622267
sta,cdrL,24.738634,3.298484533
sta,cdrL,21.023796,2.8031728
sta,cdrL,26.41969,3.522625333
sta,cdrL,43.174065,5.756542
sta,cdrL,22.847319,3.0463092
sta,cdrL,18.681541,2.490872133
sta,cdrL,22.561028,3.008137067
sta,ftsZ2,20.248457,2.699794267
sta,ftsZ2,58.21512,7.762016
sta,ftsZ2,23.086792,3.078238933
sta,ftsZ2,17.492855,2.332380667
sta,ftsZ2,36.249138,4.8332184
sta,ftsZ2,19.416489,2.5888652
sta,ftsZ2,23.769728,3.169297067
sta,ftsZ2,22.36068,2.981424
sta,ftsZ2,19.416489,2.5888652
sta,ftsZ2,48.466484,6.462197867
sta,ftsZ2,30.594116,4.079215467
sta,ftsZ2,131.7953,17.57270667
sta,ftsZ2,39.115215,5.215362
sta,ftsZ2,37.48333,4.997777333
sta,ftsZ2,17.492855,2.332380667
sta,ftsZ2,22.203604,2.960480533
sta,ftsZ2,67.18631,8.958174667
sta,ftsZ2,19.416489,2.5888652
sta,ftsZ2,15.811388,2.108185067
sta,ftsZ2,52.23983,6.965310667
sta,ftsZ2,15.264338,2.035245067
sta,ftsZ2,69.87131,9.316174667
sta,ftsZ2,29.410883,3.921451067
sta,ftsZ2,18.027756,2.4037008
sta,ftsZ2,24.738634,3.298484533
sta,ftsZ2,22.671568,3.022875733
sta,ftsZ2,48.6621,6.48828
sta,ftsZ2,62.03225,8.270966667
sta,ftsZ2,66.48308,8.864410667
sta,ftsZ2,24.186773,3.224903067
sta,ftsZ2,81.394104,10.8525472
sta,ftsZ2,130.35721,17.38096133
sta,ftsZ2,35.846897,4.779586267
sta,ftsZ2,22.847319,3.0463092
sta,ftsZ2,42.44997,5.659996
sta,ftsZ2,53.450912,7.126788267
sta,ftsZ2,35.608986,4.7478648
sta,ftsZ2,123.32072,16.44276267
sta,ftsZ2,130.24593,17.366124
sta,ftsZ2,17.464249,2.328566533
sta,ftsZ2,99.849884,13.31331787
sta,ftsZ2,41.677334,5.556977867
sta,ftsZ2,15.652476,2.0869968
sta,ftsZ2,53.600372,7.146716267
sta,ftsZ2,21.260292,2.8347056
sta,ftsZ2,15,2
sta,ftsZ2,39.812057,5.308274267
sta,ftsZ2,16.124516,2.149935467
sta,ftsZ2,69.856995,9.314266
sta,ftsZ2,19.723083,2.6297444
sta,ftsZ2,17,2.266666667
sta,ftsZ2,171.60712,22.88094933
sta,ftsZ2,21.954498,2.9272664
sta,ftsZ2,99.64437,13.285916
sta,ftsZ2,19.646883,2.6195844
sta,ftsZ2,48.166378,6.422183733
sta,ftsZ2,28.653097,3.820412933
sta,ftsZ2,25.019993,3.335999067
sta,ftsZ2,18.384777,2.4513036
sta,ftsZ2,141.22676,18.83023467
sta,ftsZ2,24.166092,3.2221456
sta,ftsZ2,20.248457,2.699794267
sta,ftsZ2,24.04163,3.205550667
sta,ftsZ2,32.140316,4.285375467
sta,ftsZ2,16.27882,2.170509333
sta,ftsZ2,70.5195,9.4026
sta,ftsZ2,32.06244,4.274992
sta,ftsZ2,17.691807,2.3589076
sta,ftsZ2,85.44004,11.39200533
sta,ftsZ2,26.41969,3.522625333
sta,ftsZ2,46.52956,6.203941333
sta,ftsZ2,39.56008,5.274677333
sta,ftsZ2,17.492855,2.332380667
sta,ftsZ2,16.27882,2.170509333
sta,ftsZ2,73.171036,9.756138133
sta,ftsZ2,16.643316,2.2191088
sta,ftsZ2,20.880613,2.784081733
sta,ftsZ2,59.816387,7.975518267
sta,ftsZ2,27.018513,3.6024684
sta,ftsZ2,18.027756,2.4037008
sta,ftsZ2,24.186773,3.224903067
sta,ftsZ2,17.262676,2.301690133
sta,ftsZ2,16.763054,2.235073867
sta,ftsZ2,20.880613,2.784081733
sta,ftsZ2,30,4
sta,ftsZ2,52.773098,7.036413067
sta,ftsZ2,66.75328,8.900437333
sta,ftsZ2,25.612497,3.4149996
sta,ftsZ2,38.63936,5.151914667
sta,ftsZ2,19.849434,2.6465912
sta,ftsZ2,22.36068,2.981424
sta,ftsZ2,25.079872,3.343982933
sta,ftsZ2,18.973665,2.529822
sta,ftsZ2,18.681541,2.490872133
sta,ftsZ2,21.189621,2.8252828
sta,ftsZ2,70.38466,9.384621333
sta,ftsZ2,22.090721,2.945429467
sta,ftsZ2,34.132095,4.550946
sta,ftsZ2,24.186773,3.224903067
sta,ftsZ2,56.568542,7.542472267
sta,ftsZ2,53.310413,7.108055067
sta,ftsZ2,16.155495,2.154066
sta,ftsZ2,58.60034,7.813378667
sta,ftsZ2,38.27532,5.103376
sta,ftsZ2,54.74486,7.299314667
sta,ftsZ2,55.578773,7.410503067
sta,ftsZ2,23.259407,3.101254267
sta,ftsZ2,52.201534,6.960204533
sta,ftsZ2,27.202942,3.627058933
sta,ftsZ2,63.600315,8.480042
sta,ftsZ2,32.984844,4.3979792
sta,ftsZ2,21.213203,2.828427067
sta,ftsZ2,52.17279,6.956372
sta,ftsZ2,52.810986,7.0414648
sta,ftsZ2,26.400757,3.520100933
sta,ftsZ2,61.983868,8.264515733
sta,ftsZ2,43.829212,5.843894933
sta,ftsZ2,29.681644,3.957552533
sta,ftsZ2,23.086792,3.078238933
sta,ftsZ2,25.079872,3.343982933
sta,ftsZ2,30.675724,4.090096533
sta,ftsZ2,18.788294,2.505105867
sta,ftsZ2,132.84953,17.71327067
sta,ftsZ2,21.023796,2.8031728
sta,ftsZ2,34.20526,4.560701333
sta,ftsZ2,27.856777,3.714236933
sta,ftsZ2,16.27882,2.170509333
sta,ftsZ2,23.409399,3.1212532
sta,ftsZ2,32.75668,4.367557333
sta,ftsZ2,29.068884,3.8758512
sta,ftsZ2,29.068884,3.8758512
sta,ftsZ2,116.61904,15.54920533
sta,ftsZ2,92.64988,12.35331733
sta,ftsZ2,22.627417,3.016988933
sta,ftsZ2,78.892334,10.51897787
sta,ftsZ2,25.942244,3.458965867
sta,ftsZ2,71.281136,9.504151467
sta,ftsZ2,91.67879,12.22383867
sta,ftsZ2,110.69327,14.75910267
sta,ftsZ2,81.04937,10.80658267
sta,ftsZ2,24.083189,3.211091867
sta,ftsZ2,110.36757,14.715676
sta,ftsZ2,90.426765,12.056902
sta,ftsZ2,62.0967,8.27956
sta,ftsZ2,47.518417,6.335788933
sta,ftsZ2,22.561028,3.008137067
sta,ftsZ2,77.27872,10.30382933
sta,ftsZ2,83.09633,11.07951067
sta,ftsZ2,43.266617,5.768882267
sta,ftsZ2,74.215904,9.895453867
sta,ftsZ2,22.36068,2.981424
sta,ftsZ2,17.888544,2.3851392
sta,ftsZ2,133.36041,17.781388
sta,ftsZ2,65.51336,8.735114667
sta,ftsZ2,33.24154,4.432205333
sta,ftsZ2,137.8296,18.37728
sta,ftsZ2,56.293873,7.505849733
sta,ftsZ2,87.61849,11.68246533
sta,ftsZ2,104.99524,13.99936533
sta,ftsZ2,21.587032,2.878270933
sta,ftsZ2,102.61579,13.68210533
sta,ftsZ2,75.45197,10.06026267
sta,ftsZ2,29.206163,3.894155067
sta,ftsZ2,22.203604,2.960480533
sta,ftsZ2,75.66373,10.08849733
sta,ftsZ2,38.470768,5.129435733
sta,ftsZ2,20.615528,2.748737067
sta,ftsZ2,33.61547,4.482062667
sta,ftsZ2,16.643316,2.2191088
sta,ftsZ2,35.35534,4.714045333
sta,ftsZ2,34.669872,4.6226496
sta,ftsZ2,23.769728,3.169297067
sta,ftsZ2,41.62932,5.550576
sta,ftsZ2,65.76473,8.768630667
sta,ftsZ2,43.266617,5.768882267
sta,ftsZ2,23.021729,3.069563867
sta,ftsZ2,19.104973,2.547329733
sta,ftsZ2,56.0803,7.477373333
sta,ftsZ2,49.335587,6.578078267
sta,ftsZ2,24.698177,3.293090267
sta,ftsZ2,35.902645,4.787019333
sta,ftsZ2,34.98571,4.664761333
sta,ftsZ2,24.04163,3.205550667
sta,ftsZ2,37.536648,5.0048864
sta,ftsZ2,88.14193,11.75225733
sta,ftsZ2,21.954498,2.9272664
sta,ftsZ2,23.43075,3.1241
sta,ftsZ2,59.16925,7.889233333
sta,ftsZ2,57.271286,7.636171467
sta,ftsZ2,55.17246,7.356328
sta,ftsZ2,32.24903,4.299870667
sta,ftsZ2,40.459858,5.394647733
sta,ftsZ2,26.076809,3.476907867
sta,ftsZ2,31.257,4.1676
sta,ftsZ2,24.698177,3.293090267
sta,ftsZ2,33.61547,4.482062667
sta,ftsZ2,116.46888,15.529184
sta,ftsZ2,27.294687,3.6392916
sta,ftsZ2,22.203604,2.960480533
sta,ftsZ2,20.615528,2.748737067
sta,ftsZ2,35,4.666666667
sta,ftsZ2,24.839485,3.311931333
sta,ftsZ2,25.079872,3.343982933
sta,ftsZ2,122.641754,16.35223387
sta,ftsZ2,24.166092,3.2221456
sta,ftsZ2,22.561028,3.008137067
sta,ftsZ2,23.70654,3.160872
sta,ftsZ2,22.090721,2.945429467
sta,ftsZ2,42.755116,5.700682133
sta,ftsZ2,17.20465,2.293953333
sta,ftsZ2,60.108234,8.0144312
sta,ftsZ2,54.33231,7.244308
sta,ftsZ2,70.00714,9.334285333
sta,ftsZ2,26.925823,3.590109733
sta,ftsZ2,58.30952,7.774602667
sta,ftsZ2,168.18144,22.424192
sta,ftsZ2,25.96151,3.461534667
sta,ftsZ2,33.54102,4.472136
sta,ftsZ2,33.30165,4.44022
sta,ftsZ2,25.23886,3.365181333
sta,ftsZ2,19.104973,2.547329733
sta,ftsZ2,40.24922,5.366562667
sta,ftsZ2,110.535065,14.73800867
sta,ftsZ2,19.209373,2.561249733
sta,ftsZ2,38.183765,5.091168667
sta,ftsZ2,18.601076,2.480143467
sta,ftsZ2,39.812057,5.308274267
sta,ftsZ2,24.839485,3.311931333
sta,ftsZ2,24.207438,3.2276584
sta,ftsZ2,30.016663,4.002221733
sta,ftsZ2,26,3.466666667
sta,ftsZ2,28.160255,3.754700667
sta,ftsZ2,88.29496,11.77266133
sta,ftsZ2,28.460499,3.7947332
sta,ftsZ2,87.36704,11.64893867
sta,ftsZ2,29.15476,3.887301333
sta,ftsZ2,57.070133,7.609351067
sta,ftsZ2,21.213203,2.828427067
sta,ftsZ2,40.60788,5.414384
sta,ftsZ2,29.832869,3.977715867
sta,ftsZ2,36.359318,4.847909067
sta,ftsZ2,24.166092,3.2221456
sta,ftsZ2,52.34501,6.979334667
sta,ftsZ2,141.48499,18.86466533
sta,ftsZ2,22.847319,3.0463092
sta,ftsZ2,32.01562,4.268749333
sta,ftsZ2,60.959003,8.127867067
sta,ftsZ2,18.867962,2.515728267
sta,ftsZ2,61.400326,8.186710133
sta,ftsZ2,63.007935,8.401058
sta,ftsZ2,65.863495,8.781799333
sta,ftsZ2,62.169125,8.289216667
sta,ftsZ2,17.691807,2.3589076
sta,ftsZ2,112.48556,14.99807467
sta,ftsZ2,35.846897,4.779586267
sta,ftsZ2,20.808653,2.774487067
sta,ftsZ2,51.62364,6.883152
sta,ftsZ2,36.67424,4.889898667
sta,ftsZ2,24.698177,3.293090267
sta,ftsZ2,24.207438,3.2276584
sta,ftsZ2,37.336308,4.9781744
sta,ftsZ2,21.954498,2.9272664
sta,ftsZ2,17.720045,2.362672667
sta,ftsZ2,21.213203,2.828427067
sta,ftsZ2,18.384777,2.4513036
sta,ftsZ2,25.495098,3.3993464
sta,ftsZ2,27.313,3.641733333
sta,ftsZ2,55,7.333333333
sta,ftsZ2,85.052925,11.34039
sta,ftsZ2,18.027756,2.4037008
sta,ftsZ2,55.443665,7.392488667
sta,ftsZ2,15.652476,2.0869968
sta,ftsZ2,106.23088,14.16411733
sta,ftsZ2,24.5153,3.268706667
sta,ftsZ2,48.373547,6.449806267
sta,ftsZ2,70.724815,9.429975333
sta,ftsZ2,31.06445,4.141926667
sta,ftsZ2,78.26238,10.434984
sta,ftsZ2,92.39589,12.319452
sta,ftsZ2,27.658634,3.687817867
sta,ftsZ2,41.59327,5.545769333
sta,ftsZ2,39.293766,5.2391688
sta,ftsZ2,40.112343,5.3483124
sta,ftsZ2,97.94386,13.05918133
sta,ftsZ2,108.34205,14.44560667
sta,ftsZ2,25.612497,3.4149996
sta,ftsZ2,17.720045,2.362672667
sta,ftsZ2,31.764761,4.235301467
sta,ftsZ2,66.4003,8.853373333
sta,ftsZ2,43.60046,5.813394667
sta,ftsZ2,23.194826,3.092643467
sta,ftsZ2,141.0319,18.80425333
sta,ftsZ2,50.219517,6.6959356
sta,ftsZ2,70.34202,9.378936
sta,ftsZ2,76.843994,10.24586587
sta,ftsZ2,21.023796,2.8031728
sta,ftsZ2,20.22375,2.6965
sta,ftsZ2,24.5153,3.268706667
sta,ftsZ2,17.20465,2.293953333
sta,ftsZ2,16.155495,2.154066
sta,ftsZ2,59.682495,7.957666
sta,ftsZ2,29.274563,3.903275067
sta,ftsZ2,112.29426,14.972568
sta,ftsZ2,80.895,10.786
sta,ftsZ2,33.955853,4.527447067
sta,ftsZ2,17.20465,2.293953333
sta,ftsZ2,109.201645,14.56021933
sta,ftsZ2,40.804413,5.4405884
sta,ftsZ2,102.396286,13.65283813
sta,ftsZ2,26,3.466666667
sta,ftsZ2,159.1006,21.21341333
sta,ftsZ2,17.720045,2.362672667
sta,ftsZ2,27.294687,3.6392916
sta,ftsZ2,20.248457,2.699794267
sta,ftsZ2,91.44397,12.19252933
sta,ftsZ2,30.413813,4.055175067
sta,ftsZ2,30.479502,4.0639336
sta,ftsZ2,26.24881,3.499841333
sta,ftsZ2,23.769728,3.169297067
sta,ftsZ2,80.05623,10.674164
sta,ftsZ2,55.03635,7.33818
sta,ftsZ2,23.086792,3.078238933
sta,ftsZ2,93.13431,12.417908
sta,ftsZ2,23.70654,3.160872
sta,ftsZ2,25.495098,3.3993464
sta,ftsZ2,54.08327,7.211102667
sta,ftsZ2,63.28507,8.438009333
sta,ftsZ2,38.587563,5.1450084
sta,ftsZ2,27.89265,3.71902
sta,ftsZ2,126.90548,16.92073067
sta,ftsZ2,23.537205,3.138294
sta,ftsZ2,81.02469,10.803292
sta,ftsZ2,110.63454,14.751272
sta,ftsZ2,92.13034,12.28404533
sta,ftsZ2,48.04165,6.405553333
sta,ftsZ2,14.422205,1.922960667
sta,ftsZ2,24.207438,3.2276584
sta,ftsZ2,117.72001,15.69600133
sta,ftsZ2,23.43075,3.1241
sta,ftsZ2,66.1211,8.816146667
sta,ftsZ2,49.335587,6.578078267
sta,ftsZ2,71.168816,9.489175467
sta,ftsZ2,15.297058,2.039607733
sta,ftsZ2,52.46904,6.995872
sta,ftsZ2,29.427877,3.923716933
sta,ftsZ2,23.600847,3.1467796
sta,ftsZ2,16.124516,2.149935467
sta,ftsZ2,34.928497,4.657132933
sta,ftsZ2,47.095646,6.279419467
sta,ftsZ2,25.70992,3.427989333
sta,ftsZ2,145.78409,19.43787867
sta,ftsZ2,17.888544,2.3851392
sta,ftsZ2,51.0392,6.805226667
sta,ftsZ2,18.027756,2.4037008
sta,ftsZ2,30.594116,4.079215467
sta,ftsZ2,25.806976,3.440930133
sta,ftsZ2,73.171036,9.756138133
sta,ftsZ2,105.23308,14.03107733
sta,ftsZ2,56.302753,7.507033733
sta,ftsZ2,30.594116,4.079215467
sta,ftsZ2,15.6205,2.082733333
sta,ftsZ2,34.48188,4.597584
sta,ftsZ2,25.059929,3.341323867
sta,ftsZ2,27.658634,3.687817867
sta,ftsZ2,48.703182,6.4937576
sta,ftsZ2,23.323807,3.109840933
sta,ftsZ2,16.552946,2.207059467
sta,ftsZ2,126.90548,16.92073067
sta,ftsZ2,94.17537,12.556716
sta,ftsZ2,68.942,9.192266667
sta,ftsZ2,144.17004,19.222672
sta,ftsZ2,25.495098,3.3993464
sta,ftsZ2,52.392746,6.985699467
sta,ftsZ2,23.70654,3.160872
sta,ftsZ2,145.7738,19.43650667
sta,ftsZ2,73.409805,9.787974
sta,ftsZ2,65.551506,8.7402008
sta,ftsZ2,21.023796,2.8031728
sta,ftsZ2,147.05441,19.60725467
sta,ftsZ2,19.235384,2.564717867
sta,ftsZ2,92.086914,12.2782552
sta,ftsZ2,126.921234,16.9228312
sta,ftsZ2,30.805843,4.107445733
sta,ftsZ2,38.483765,5.131168667
sta,ftsZ2,91.24144,12.16552533
sta,ftsZ2,59.413803,7.9218404
sta,ftsZ2,82.800964,11.04012853
sta,ftsZ2,63.06346,8.408461333
sta,ftsZ2,34.176014,4.556801867
sta,ftsZ2,27.856777,3.714236933
sta,ftsZ2,78.23043,10.430724
sta,ftsZ2,49.09175,6.545566667
sta,ftsZ2,122.80065,16.37342
sta,ftsZ2,70.83079,9.444105333
sta,ftsZ2,47.38143,6.317524
sta,ftsZ2,25.553865,3.407182
sta,ftsZ2,36.496574,4.866209867
sta,ftsZ2,33.01515,4.40202
sta,ftsZ2,19.646883,2.6195844
sta,ftsZ2,79.12016,10.54935467
sta,ftsZ2,76.15773,10.154364
sta,ftsZ2,20.880613,2.784081733
sta,ftsZ2,17.088007,2.278400933
sta,ftsZ2,38.078865,5.077182
sta,ftsZ2,135.53229,18.070972
sta,ftsZ2,96.26006,12.83467467
sta,ftsZ2,19.104973,2.547329733
sta,ftsZ2,85.60374,11.413832
sta,ftsZ2,83.02409,11.06987867
sta,ftsZ2,29.427877,3.923716933
sta,ftsZ2,24.186773,3.224903067
sta,ftsZ2,26.832815,3.577708667
sta,ftsZ2,16.552946,2.207059467
sta,ftsZ2,26.41969,3.522625333
sta,ftsZ2,34.48188,4.597584
sta,ftsZ2,58.21512,7.762016
sta,ftsZ2,92.45539,12.32738533
sta,ftsZ2,37.107952,4.947726933
sta,ftsZ2,39.56008,5.274677333
sta,ftsZ2,20.024984,2.669997867
sta,ftsZ2,17.464249,2.328566533
sta,ftsZ2,65.43699,8.724932
sta,ftsZ2,76.8505,10.24673333
sta,ftsZ2,24.186773,3.224903067
sta,ftsZ2,148.00337,19.73378267
sta,ftsZ2,55.65968,7.421290667
sta,ftsZ2,36.40055,4.853406667
sta,ftsZ2,22.135944,2.9514592
sta,ftsZ2,155.62134,20.749512
sta,ftsZ2,26.172504,3.4896672
sta,ftsZ2,47.201694,6.2935592
sta,ftsZ2,21.189621,2.8252828
sta,ftsZ2,115.55086,15.40678133
sta,ftsZ2,37.202152,4.960286933
sta,ftsZ2,138.70833,18.494444
sta,ftsZ2,25.079872,3.343982933
sta,ftsZ2,55.946404,7.459520533
sta,ftsZ2,25.019993,3.335999067
sta,ftsZ2,20.59126,2.745501333
sta,ftsZ2,46.8615,6.2482
sta,ftsZ2,48.9183,6.52244
sta,ftsZ2,35.014282,4.668570933
sta,ftsZ2,17.088007,2.278400933
sta,ftsZ2,21.587032,2.878270933
sta,ftsZ2,49.396355,6.586180667
sta,ftsZ2,31.890438,4.2520584
sta,ftsZ2,24.207438,3.2276584
sta,ftsZ2,19.209373,2.561249733
sta,ftsZ2,30.594116,4.079215467
sta,ftsZ2,71.25307,9.500409333
sta,ftsZ2,13.928389,1.857118533
sta,ftsZ2,30.463093,4.061745733
sta,ftsZ2,132.61221,17.681628
sta,ftsZ2,55.470715,7.396095333
sta,ftsZ2,93.230896,12.43078613
sta,ftsZ2,18.439089,2.4585452
sta,ftsZ2,23.537205,3.138294
sta,ftsZ2,72.498276,9.6664368
sta,ftsZ2,75.690155,10.09202067
sta,ftsZ2,152.1611,20.28814667
sta,ftsZ2,22.36068,2.981424
sta,ftsZ2,20.615528,2.748737067
sta,ftsZ2,53.814495,7.175266
sta,ftsZ2,46.818798,6.2425064
sta,ftsZ2,36.138622,4.818482933
sta,ftsZ2,43.011627,5.7348836
sta,ftsZ2,24.758837,3.301178267
sta,ftsZ2,27.45906,3.661208
sta,ftsZ2,113.296074,15.1061432
sta,ftsZ2,115.03912,15.33854933
sta,ftsZ2,61.68468,8.224624
sta,ftsZ2,42.544094,5.672545867
sta,ftsZ2,25,3.333333333
sta,ftsZ2,77.62087,10.34944933
sta,ftsZ2,129.18979,17.22530533
sta,ftsZ2,24.33105,3.24414
sta,ftsZ2,28.635643,3.818085733
sta,ftsZ2,79.98125,10.66416667
sta,ftsZ2,97.41663,12.988884
sta,ftsZ2,120.83046,16.110728
sta,ftsZ2,35.468296,4.729106133
sta,ftsZ2,16.155495,2.154066
sta,ftsZ2,124.80785,16.64104667
sta,ftsZ2,13.928389,1.857118533
sta,ftsZ2,111.364265,14.84856867
sta,ftsZ2,20.615528,2.748737067
sta,ftsZ2,24.5153,3.268706667
sta,ftsZ2,19.235384,2.564717867
sta,ftsZ2,22.135944,2.9514592
sta,ftsZ2,40.311287,5.374838267
sta,ftsZ2,27.658634,3.687817867
sta,ftsZ2,27.513634,3.668484533
sta,ftsZ2,78.74643,10.499524
sta,ftsZ2,19.209373,2.561249733
sta,ftsZ2,62.177166,8.2902888
sta,ftsZ2,34.928497,4.657132933
sta,ftsZ2,25,3.333333333
sta,ftsZ2,91.13726,12.15163467
sta,ftsZ2,39.45884,5.261178667
sta,ftsZ2,71.867935,9.582391333
sta,ftsZ2,39.92493,5.323324
sta,ftsZ2,20.615528,2.748737067
sta,ftsZ2,17.804493,2.3739324
sta,ftsZ2,23.853722,3.180496267
sta,ftsZ2,116.86745,15.58232667
sta,ftsZ2,23.853722,3.180496267
sta,ftsZ2,21.095022,2.8126696
sta,ftsZ2,98.35141,13.11352133
sta,ftsZ2,25.179358,3.357247733
sta,ftsZ2,66.1211,8.816146667
sta,ftsZ2,27.313,3.641733333
sta,ftsZ2,32.695564,4.359408533
sta,ftsZ2,28.86174,3.848232
sta,ftsZ2,33.37664,4.450218667
sta,ftsZ2,89.050545,11.873406
sta,ftsZ2,30.413813,4.055175067
sta,ftsZ2,21.633308,2.884441067
sta,ftsZ2,17.804493,2.3739324
sta,ftsZ2,19.313208,2.5750944
sta,ftsZ2,31.400637,4.1867516
sta,ftsZ2,20.396078,2.719477067
sta,ftsZ2,73.109505,9.747934
sta,ftsZ2,38.209946,5.094659467
sta,ftsZ2,31.780497,4.2373996
sta,ftsZ2,23.345236,3.112698133
sta,ftsZ2,33.286633,4.438217733
sta,ftsZ2,33.600594,4.4800792
sta,ftsZ2,90.13878,12.018504
sta,ftsZ2,34.713108,4.6284144
sta,ftsZ2,20.248457,2.699794267
sta,ftsZ2,27.313,3.641733333
sta,ftsZ2,71.38628,9.518170667
sta,ftsZ2,31.780497,4.2373996
sta,ftsZ2,54.626,7.283466667
sta,ftsZ2,27.202942,3.627058933
sta,ftsZ2,21.377558,2.850341067
sta,ftsZ2,128.78665,17.17155333
sta,ftsZ2,24.596748,3.2795664
sta,ftsZ2,61.400326,8.186710133
sta,ftsZ2,29.206163,3.894155067
sta,ftsZ2,49.09175,6.545566667
sta,ftsZ2,22.803509,3.040467867
sta,ftsZ2,39.45884,5.261178667
sta,ftsZ2,22.022715,2.936362
sta,ftsZ2,20.248457,2.699794267
sta,ftsZ2,28.86174,3.848232
sta,ftsZ2,160.25604,21.367472
sta,ftsZ2,21.095022,2.8126696
sta,ftsZ2,32.89377,4.385836
sta,ftsZ2,80.529495,10.737266
sta,ftsZ2,40.04997,5.339996
sta,ftsZ2,76.05919,10.14122533
sta,ftsZ2,88.20431,11.76057467
sta,ftsZ2,23.345236,3.112698133
sta,ftsZ2,26.019224,3.469229867
sta,ftsZ2,21.095022,2.8126696
sta,ftsZ2,29.12044,3.882725333
sta,ftsZ2,52.23983,6.965310667
sta,ftsZ2,20.615528,2.748737067
sta,ftsZ2,47.801674,6.373556533
sta,ftsZ2,102.48902,13.66520267
sta,ftsZ2,59.682495,7.957666
sta,ftsZ2,42.44997,5.659996
sta,ftsZ2,60.033325,8.004443333
sta,ftsZ2,39.623226,5.2830968
sta,ftsZ2,20.615528,2.748737067
sta,ftsZ2,22.847319,3.0463092
sta,ftsZ2,60.166435,8.022191333
sta,ftsZ2,51.1957,6.826093333
sta,ftsZ2,95.71834,12.76244533
sta,ftsZ2,19.104973,2.547329733
sta,ftsZ2,18.867962,2.515728267
sta,ftsZ2,19.209373,2.561249733
sta,ftsZ2,85.08819,11.345092
sta,ftsZ2,64.202805,8.560374
sta,ftsZ2,22.825424,3.043389867
sta,ftsZ2,15.652476,2.0869968
sta,ftsZ2,24.351591,3.2468788
sta,ftsZ2,31.95309,4.260412
sta,ftsZ2,24.698177,3.293090267
sta,ftsZ2,30.265491,4.0353988
sta,ftsZ2,27.784887,3.7046516
sta,ftsZ2,100.60318,13.41375733
sta,ftsZ2,121.313644,16.17515253
sta,ftsZ2,24.698177,3.293090267
sta,ftsZ2,19.697716,2.626362133
sta,ftsZ2,15.811388,2.108185067
sta,ftsZ2,20.09975,2.679966667
sta,ftsZ2,34.539833,4.605311067
sta,ftsZ2,56.0803,7.477373333
sta,ftsZ2,23.43075,3.1241
sta,ftsZ2,51.86521,6.915361333
sta,ftsZ2,67.06713,8.942284
sta,ftsZ2,16.155495,2.154066
sta,ftsZ2,41.303753,5.507167067
sta,ftsZ2,15.231546,2.0308728
sta,ftsZ2,53.009434,7.067924533
sta,ftsZ2,29.681644,3.957552533
sta,ftsZ2,17.720045,2.362672667
sta,ftsZ2,85.07056,11.34274133
sta,ftsZ2,18.35756,2.447674667
sta,ftsZ2,175.61606,23.41547467
sta,ftsZ2,69.00725,9.200966667
sta,ftsZ2,17.492855,2.332380667
sta,ftsZ2,21.587032,2.878270933
sta,ftsZ2,25.23886,3.365181333
sta,ftsZ2,17.492855,2.332380667
sta,ftsZ2,28.600698,3.8134264
sta,ftsZ2,20.396078,2.719477067
sta,ftsZ2,48.08326,6.411101333
sta,ftsZ2,20.248457,2.699794267
sta,ftsZ2,65.29931,8.706574667
sta,ftsZ2,29.206163,3.894155067
sta,ftsZ2,54.33231,7.244308
sta,ftsZ2,31.257,4.1676
sta,ftsZ2,23.021729,3.069563867
sta,ftsZ2,115.212845,15.36171267
sta,ftsZ2,24.186773,3.224903067
sta,ftsZ2,153.4438,20.45917333
sta,ftsZ2,23.086792,3.078238933
sta,ftsZ2,18.973665,2.529822
sta,ftsZ2,21.954498,2.9272664
sta,ftsZ2,83.38465,11.11795333
sta,ftsZ2,73.171036,9.756138133
sta,ftsZ2,41.976185,5.596824667
sta,ftsZ2,112.61439,15.015252
sta,ftsZ2,21.023796,2.8031728
sta,ftsZ2,26.57066,3.542754667
sta,ftsZ2,32.449963,4.326661733
sta,ftsZ2,22.561028,3.008137067
sta,ftsZ2,150.85092,20.113456
sta,ftsZ2,99.24717,13.232956
sta,ftsZ2,117.03845,15.60512667
sta,ftsZ2,25.079872,3.343982933
sta,ftsZ2,19.235384,2.564717867
sta,ftsZ2,64.195015,8.559335333
sta,ftsZ2,23.853722,3.180496267
sta,ftsZ2,22.203604,2.960480533
sta,ftsZ2,85.49269,11.39902533
sta,ftsZ2,126.88972,16.91862933
sta,ftsZ2,20.880613,2.784081733
sta,ftsZ2,23.345236,3.112698133
sta,ftsZ2,19.646883,2.6195844
sta,ftsZ2,120.41595,16.05546
sta,ftsZ2,31.144823,4.152643067
